path,size_bytes,size_mb,deep_terms,result_terms,snippets,priority_score
docs/roca/idare_high_disagreement_direct_deviation_confirmatory_stats_current_sensitivity_curve.csv,3892,0.0037,,"acc,rmse,pearson,loss,valence,arousal,subject,test,baseline","L1: target,quantile,candidate_source,feature_block,model,n,subjects,abs_residual_threshold,baseline_residual_rmse,model_residual_rmse,pooled_lift_vs_zero_residual_rmse,residual_pearson,residual_sign_acc,mean_subject_impro... || L2: arousal,0.5,sensitivity_for_05aj_decision_table,eeg_bandpower,physio_eeg_bandpower_ridge,1008,63,1.4274193548387095,2.6227193918225558,2.588825024401078,0.03389436742147778,0.1729982078478187,0.5486111111111112,0.0394... || L3: arousal,0.75,sensitivity_for_05aj_decision_table,eeg_bandpower,physio_eeg_bandpower_ridge,508,63,2.2096774193548385,3.24013921212341,3.1684144111057955,0.07172480101761458,0.2129723962280969,0.5570866141732284,0.09958... || L4: arousal,0.9,sensitivity_for_05aj_decision_table,eeg_bandpower,physio_eeg_bandpower_ridge,209,55,3.0,4.025323408724721,3.9356242649201705,0.08969914380455046,0.21580383909572007,0.583732057416268,0.18560877103251208,0.... || L5: valence,0.5,sensitivity_for_05aj_decision_table,emg_lagged_interaction_experimental,physio_emg_lagged_interaction_experimental_ridge,1015,63,0.8225806451612903,1.7012740630370151,1.701292244220941,-1.818118392593604e-... || L6: valence,0.75,sensitivity_for_05aj_decision_table,emg_lagged_interaction_experimental,physio_emg_lagged_interaction_experimental_ridge,505,63,1.435483870967742,2.1186046331336152,2.1165960727686213,0.002008560364993972... || L7: valence,0.9,sensitivity_for_05aj_decision_table,emg_lagged_interaction_experimental,physio_emg_lagged_interaction_experimental_ridge,202,58,1.9112903225806452,2.6559468436647977,2.653742654782118,0.002204188882679592,...",9
docs/deap_emg_feature_arousal_training_smoke.md,3889,0.0037,loso,"accuracy,acc,f1,arousal,fold,validation,baseline",L15: - tasks: `arousal` || L24: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Threshold macro F1 | Threshold bal acc | One-class final runs | Majority acc | || L26: | arousal | midpoint_as_high | balanced_sampler_ce | 2 | 0.4911 | 0.4926 | 0.5269 | 0.4911 | 0.4926 | 0 | 0.6333 | || L27: | arousal | midpoint_as_high | ce_class_weighted | 2 | 0.4908 | 0.4930 | 0.5401 | 0.4981 | 0.5002 | 0 | 0.6333 | || L31: | Task | Policy | Recipe | Runs | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs | || L33: | arousal | midpoint_as_high | balanced_sampler_ce | 2 | 0.5000 | 0.0000 | 0.0000 | 0 | || L34: | arousal | midpoint_as_high | ce_class_weighted | 2 | 0.5250 | 0.0073 | 0.0072 | 0 | || L38: | Run | Task | Recipe | Fold | Seed | Train n | Val n | Macro F1 | Bal acc | Acc | Pred 0 | Pred 1 | TN | FP | FN | TP | One-class | Majority acc |,9
docs/idare_emg_feature_arousal_training_smoke.md,3862,0.0037,loso,"accuracy,acc,f1,arousal,fold,validation,baseline",L15: - tasks: `arousal` || L24: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Threshold macro F1 | Threshold bal acc | One-class final runs | Majority acc | || L26: | arousal | midpoint_as_high | balanced_sampler_ce | 2 | 0.5065 | 0.5130 | 0.5142 | 0.5202 | 0.5235 | 0 | 0.5838 | || L27: | arousal | midpoint_as_high | ce_class_weighted | 2 | 0.5223 | 0.5319 | 0.5327 | 0.5223 | 0.5319 | 0 | 0.5838 | || L31: | Task | Policy | Recipe | Runs | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs | || L33: | arousal | midpoint_as_high | balanced_sampler_ce | 2 | 0.5250 | 0.0138 | 0.0105 | 0 | || L34: | arousal | midpoint_as_high | ce_class_weighted | 2 | 0.5000 | 0.0000 | 0.0000 | 0 | || L38: | Run | Task | Recipe | Fold | Seed | Train n | Val n | Macro F1 | Bal acc | Acc | Pred 0 | Pred 1 | TN | FP | FN | TP | One-class | Majority acc |,9
docs/idare_emg_feature_valence_training_smoke.md,3862,0.0037,loso,"accuracy,acc,f1,valence,fold,validation,baseline",L15: - tasks: `valence` || L24: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Threshold macro F1 | Threshold bal acc | One-class final runs | Majority acc | || L26: | valence | midpoint_as_high | balanced_sampler_ce | 2 | 0.4776 | 0.4935 | 0.5511 | 0.4798 | 0.4902 | 0 | 0.6065 | || L27: | valence | midpoint_as_high | ce_class_weighted | 2 | 0.5004 | 0.5083 | 0.5156 | 0.5004 | 0.5083 | 0 | 0.6065 | || L31: | Task | Policy | Recipe | Runs | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs | || L33: | valence | midpoint_as_high | balanced_sampler_ce | 2 | 0.5250 | 0.0022 | -0.0033 | 0 | || L34: | valence | midpoint_as_high | ce_class_weighted | 2 | 0.5000 | 0.0000 | 0.0000 | 0 | || L38: | Run | Task | Recipe | Fold | Seed | Train n | Val n | Macro F1 | Bal acc | Acc | Pred 0 | Pred 1 | TN | FP | FN | TP | One-class | Majority acc |,9
docs/idare_arousal_baseline_corrected_balanced_sampler_stability_smoke.md,3830,0.0037,loso,"accuracy,acc,f1,arousal,fold,validation,baseline",L9: - cache_npy: `.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy` || L10: - cache_index: `.cache/idare_eeg_cache_index_baseline_corrected.csv` || L15: - tasks: `arousal` || L23: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Best macro F1 | One-class final runs | Majority acc | || L25: | arousal | midpoint_as_high | balanced_sampler_ce | 4 | 0.4958 | 0.5339 | 0.5185 | 0.4958 | 0 | 0.5798 | || L29: | Task | Policy | Recipe | Runs | Threshold macro F1 | Threshold bal acc | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs | || L31: | arousal | midpoint_as_high | balanced_sampler_ce | 4 | 0.5321 | 0.5390 | 0.5000 | 0.0363 | 0.0051 | 0 | || L35: | Run | Task | Recipe | Fold | Seed | Train n | Val n | Macro F1 | Bal acc | Acc | Pred 0 | Pred 1 | TN | FP | FN | TP | One-class | Majority acc |,9
docs/idare_subject_variability_intervention_failure_analysis_objective.md,3803,0.0036,"representation,loso","accuracy,acc,subject,fold,test","L1: # I-DARE Subject-variability Intervention-failure Analysis Objective || L13: The minimal subject-relative preprocessed training first pass is complete, but the result was not sufficient. || L17: - `preprocessed_subject_relative_first_pass_not_sufficient` || L21: Instead, it must answer why the intervention failed and whether the subject-variability diagnosis remains valid. || L25: Why did the subject-relative + preprocessing intervention fail, and does the failure support or weaken the hypothesis that low accuracy is primarily caused by subject variability? || L32: 2. Or was the tested intervention too weak / incomplete for the diagnosed problem? || L42: - `docs/idare_subject_relative_preprocessed_minimal_training_report.md` || L43: - `docs/idare_subject_relative_preprocessed_minimal_training_report.json`",9
docs/roca/emg_only_probe_main_metrics_current.csv,3610,0.0034,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal","L1: target,model,n,mae,rmse,pearson,spearman,ccc,accuracy,balanced_accuracy,macro_f1,auroc,dev_n,true_dev_std,true_dev_mae_if_zero,pred_dev_mean,pred_dev_std,dev_mae,dev_rmse,dev_pearson,dev_spearman,dev_sign_acc,lift_vs_... || L2: arousal,stimulus_only,2016,1.5799251152073732,1.9442049821165959,0.6343754946304894,0.5984999661777204,0.5793812998802726,0.8010912698412699,0.7686230248306998,0.7739110736354597,0.816073636699185,2016,1.9442049821165... || L3: arousal,emg_direct_ridge,2016,2.301735545206504,4.861385922048508,0.014101860398539454,-0.03074355978960724,0.012432332979492835,0.6507936507936508,0.4992294827183981,0.4149430139299282,0.4858924693025258,2016,1.94420... || L4: arousal,emg_residual_ridge,2016,1.6354372318594925,2.117569052714801,0.5624663646399083,0.5906725806260701,0.5333793295050732,0.7961309523809523,0.7648607975921746,0.7691689870693558,0.8092687697900272,2016,1.94420498... || L5: valence,stimulus_only,2016,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8580903005604849,0.8660714285714286,0.8795593635250918,0.8658039779535107,0.943285935194,2016,1.257773694673858,1.0... || L6: valence,emg_direct_ridge,2016,2.3047439151436637,7.724590298640179,0.034372120316074,-0.05037534978612806,0.020978687341394128,0.5401785714285714,0.4916496668026656,0.4555051801583285,0.4835798943238084,2016,1.2577736... || L7: valence,emg_residual_ridge,2016,1.0692047409135303,2.4560196325936254,0.6360547307869542,0.8520973622799187,0.6223161456499327,0.8660714285714286,0.8795593635250918,0.8658039779535107,0.9474903163737654,2016,1.2577736...",9
scripts/00_audit_local_setup.py,3550,0.0034,"torch,pytorch,temporal,gpu",test,"L7: - PyTorch / CUDA / GPU availability || L10: - A small GPU/CPU forward-pass smoke test || L55: print(""\n==== PyTorch / CUDA ===="") || L56: import torch || L58: print(f""torch: {torch.__version__}"") || L59: print(f""cuda_available: {torch.cuda.is_available()}"") || L60: print(f""torch_cuda_version: {torch.version.cuda}"") || L62: device = ""cuda"" if torch.cuda.is_available() else ""cpu""",9
docs/idare_subject_variability_supcon_dg_smoke_tests_objective.md,3468,0.0033,"embedding,loso","loss,subject,fold,test,validation","L1: # I-DARE Subject-variability SupCon/DG Smoke Tests Objective || L7: This is a smoke-test-only objective. || L15: - Review: `docs/idare_subject_variability_supcon_dg_design_spec_review_status.md` || L16: - Design spec: `docs/idare_subject_variability_supcon_dg_design_spec.md` || L24: It asks whether the pair sampler, leakage guards, loss implementation, negative controls, and minimal one-fold execution are valid. || L30: - smoke tests only; || L32: - fold-1-only diagnostic runs unless the script is explicitly read-only; || L33: - subject-relative q33 labels;",9
docs/idare_preprocessing_provenance_audit_objective.md,3414,0.0033,"conv,raw eeg,cross-subject","acc,subject,baseline","L13: ## Accepted Paper Context || L23: The project has produced many controlled negative or weak-positive I-DARE results. Before launching parallel ablation branches, we need to verify that the low EEG/EMG cross-subject performance is not caused by a missi... || L25: The highest-risk repository-level concern is the current EEG cache path: it assumes processed EEG at 512Hz and converts five-second windows to 128Hz. If this downsampling is safe, prior results remain valid from a pre... || L40: - No reprocessing raw EEG/EMG with new filters, ICA, ASR, or rereferencing.",9
docs/idare_eeg_bsl_stats_arousal_ablation_smoke.md,3368,0.0032,"loso,neural","acc,f1,arousal,fold,baseline","L9: - eeg_npy: `.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy` || L10: - eeg_index: `.cache/idare_eeg_cache_index_baseline_corrected.csv` || L17: - tasks: `arousal` || L23: - BSL stats standardization: train-fold mean/std only, zclip `8.0` || L27: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Threshold macro F1 | Threshold bal acc | One-class final runs | Majority acc | || L29: | arousal | midpoint_as_high | balanced_sampler_ce | 2 | 0.4880 | 0.5099 | 0.4915 | 0.5238 | 0.5244 | 0 | 0.5625 | || L30: | arousal | midpoint_as_high | ce_class_weighted | 2 | 0.4943 | 0.5344 | 0.5369 | 0.5565 | 0.5575 | 0 | 0.5625 | || L34: | Task | Policy | Recipe | Runs | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs |",9
docs/idare_eeg_bsl_stats_valence_ablation_smoke.md,3364,0.0032,"loso,neural","acc,f1,valence,fold,baseline","L9: - eeg_npy: `.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy` || L10: - eeg_index: `.cache/idare_eeg_cache_index_baseline_corrected.csv` || L17: - tasks: `valence` || L23: - BSL stats standardization: train-fold mean/std only, zclip `8.0` || L27: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Threshold macro F1 | Threshold bal acc | One-class final runs | Majority acc | || L29: | valence | midpoint_as_high | balanced_sampler_ce | 2 | 0.4395 | 0.5231 | 0.5412 | 0.5380 | 0.5402 | 0 | 0.5753 | || L30: | valence | midpoint_as_high | ce_class_weighted | 2 | 0.4801 | 0.5191 | 0.5526 | 0.5187 | 0.5244 | 0 | 0.5753 | || L34: | Task | Policy | Recipe | Runs | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs |",9
docs/roca/emg_nonlinear_probe_main_metrics_current.csv,3299,0.0031,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal","L1: target,model,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lif... || L2: arousal,stimulus_only,2016,1.5799251152073732,1.9442049821165959,0.6343754946304894,0.5984999661777204,0.5793812998802726,0.7686230248306998,0.7739110736354597,0.816073636699185,1.9442049821165959,1.5799251152073732,,... || L3: arousal,emg_direct_extratrees,2016,2.2036354783810217,2.543898630937756,-0.08796819031377318,-0.07341519509588638,-0.015461484697726461,0.5010300945321202,0.40262962044157774,0.46501566773235725,2.543898630937756,2.20... || L4: arousal,emg_residual_extratrees,2016,1.6006079808494995,1.968874378776272,0.622850065631582,0.5994220929517171,0.5707009004287692,0.765237020316027,0.769642122583299,0.8160528267086371,1.9688743787762721,1.60060798084... || L5: valence,stimulus_only,2016,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8580903005604849,0.8795593635250918,0.8658039779535107,0.943285935194,1.257773694673858,1.02206541218638,,,0.0,0.0,... || L6: valence,emg_direct_extratrees,2016,2.1089054004887298,2.525183279474229,-0.033314925085915915,-0.03948719600417023,-0.0033061648078666814,0.4909198059748855,0.4214987683790853,0.48173433871788285,2.525183279474229,2.1... || L7: valence,emg_residual_extratrees,2016,1.0205084927579282,1.2603429801483192,0.865721464935686,0.8509584479343599,0.8575051704222296,0.8805748220680901,0.8667980225612624,0.9471135490175338,1.2603429801483192,1.02050849...",9
docs/idare_valence_label_smoothing_smoke.md,3264,0.0031,loso,"accuracy,acc,f1,valence,fold,validation,baseline",L15: - tasks: `valence` || L23: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Best macro F1 | One-class final runs | Majority acc | || L25: | valence | midpoint_as_high | ce_class_weighted | 1 | 0.4394 | 0.5133 | 0.4574 | 0.4394 | 0 | 0.5994 | || L26: | valence | midpoint_as_high | ce_label_smoothing_0p05 | 1 | 0.3748 | 0.5000 | 0.5994 | 0.3748 | 1 | 0.5994 | || L30: | Task | Policy | Recipe | Runs | Threshold macro F1 | Threshold bal acc | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs | || L32: | valence | midpoint_as_high | ce_class_weighted | 1 | 0.4394 | 0.5133 | 0.5000 | 0.0000 | 0.0000 | 0 | || L33: | valence | midpoint_as_high | ce_label_smoothing_0p05 | 1 | 0.3926 | 0.5012 | 0.5500 | 0.0178 | 0.0012 | 0 | || L37: | Run | Task | Recipe | Fold | Seed | Train n | Val n | Macro F1 | Bal acc | Acc | Pred 0 | Pred 1 | TN | FP | FN | TP | One-class | Majority acc |,9
docs/roca/emg_only_probe_clipped_main_metrics_current.csv,3242,0.0031,,"accuracy,acc,rmse,mae,f1,ccc,pearson,valence,arousal","L1: target,model,n,mae,rmse,pearson,spearman,ccc,balanced_accuracy,macro_f1,auroc,dev_rmse,dev_mae,dev_pearson,dev_spearman,dev_sign_acc,pred_dev_std,lift_vs_stimulus_mae,lift_vs_stimulus_rmse,lift_vs_stimulus_pearson,lif... || L2: arousal,stimulus_only,2016,1.5799251152073732,1.9442049821165959,0.6343754946304894,0.5984999661777204,0.5793812998802726,0.7686230248306998,0.7739110736354597,0.816073636699185,1.9442049821165959,1.5799251152073732,,... || L3: arousal,emg_direct_ridge,2016,2.211141579675926,2.5580578264276785,-0.003915006647688822,-0.03074355978960724,-0.0013850091276432755,0.4992294827183981,0.4149430139299282,0.4858924693025258,2.5580578264276785,2.211141... || L4: arousal,emg_residual_ridge,2016,1.6142033724142082,1.9916046442960438,0.6127676323792601,0.5906780864771325,0.5644909916697936,0.7648607975921746,0.7691689870693558,0.8092731508406689,1.9916046442960438,1.614203372414... || L5: valence,stimulus_only,2016,1.02206541218638,1.257773694673858,0.8663072234664694,0.8413570547514742,0.8580903005604849,0.8795593635250918,0.8658039779535107,0.943285935194,1.257773694673858,1.02206541218638,,,0.0,0.0,... || L6: valence,emg_direct_ridge,2016,2.121247695937324,2.5434770080050413,0.0001249050421618741,-0.050379990119872854,3.494952484722538e-05,0.4916496668026656,0.4555051801583285,0.4835824128221789,2.5434770080050413,2.121247... || L7: valence,emg_residual_ridge,2016,1.0218027603458981,1.2610441716790652,0.8655700114708833,0.8520973635278739,0.8575092766554967,0.8795593635250918,0.8658039779535107,0.9474903163737654,1.2610441716790652,1.021802760345...",9
docs/idare_label_semantics_alternative_pairwise_target_sampling_audit_report.json,3104,0.003,loso,"accuracy,acc,f1,arousal,subject,fold,baseline","L16: ""final_loso_claim_authorized"": false, || L18: ""fold_change_authorized"": false, || L21: ""training_category"": ""minimal_classical_pairwise_baseline"", || L23: ""task"": ""arousal"", || L25: ""mean_balanced_accuracy"": 0.5216709095350218, || L26: ""std_balanced_accuracy"": 0.018748839652001463, || L27: ""min_balanced_accuracy"": 0.5053943898345721, || L28: ""max_balanced_accuracy"": 0.5497501135847342,",9
docs/idare_arousal_baseline_corrected_balanced_sampler_smoke.md,3068,0.0029,loso,"accuracy,acc,f1,arousal,fold,validation,baseline",L9: - cache_npy: `.cache/idare_eeg_windows_32x640_float32_baseline_corrected.npy` || L10: - cache_index: `.cache/idare_eeg_cache_index_baseline_corrected.csv` || L15: - tasks: `arousal` || L23: | Task | Policy | Recipe | Runs | Final macro F1 | Final bal acc | Final acc | Best macro F1 | One-class final runs | Majority acc | || L25: | arousal | midpoint_as_high | balanced_sampler_ce | 2 | 0.4779 | 0.5346 | 0.4915 | 0.4779 | 0 | 0.6080 | || L29: | Task | Policy | Recipe | Runs | Threshold macro F1 | Threshold bal acc | Mean threshold | Macro F1 gain | Bal acc gain | Threshold one-class runs | || L31: | arousal | midpoint_as_high | balanced_sampler_ce | 2 | 0.5279 | 0.5283 | 0.5750 | 0.0501 | -0.0063 | 0 | || L35: | Run | Task | Recipe | Fold | Seed | Train n | Val n | Macro F1 | Bal acc | Acc | Pred 0 | Pred 1 | TN | FP | FN | TP | One-class | Majority acc |,9
